Offspring,Male,Female,Actual,F.ImmiOrNatal,GeneticR,PedigreeCategory
Ind0265,Ind0257,Ind0340,FALSE,Unknown,8.7e-05,NA
Ind0265,Ind0258,Ind0340,FALSE,Unknown,0.007138,NA
Ind0265,Ind0260,Ind0340,FALSE,Unknown,2.9e-05,NA
Ind0265,Ind0262,Ind0340,FALSE,Unknown,3e-06,NA
Ind0265,Ind0274,Ind0340,FALSE,Unknown,0.000209,NA
Ind0265,Ind0282,Ind0340,FALSE,Unknown,0.012093,NA
Ind0265,Ind0286,Ind0340,FALSE,Unknown,0,NA
Ind0265,Ind0290,Ind0340,FALSE,Unknown,0.028711,NA
Ind0265,Ind0297,Ind0340,FALSE,Unknown,0.007586,NA
Ind0265,Ind0301,Ind0340,FALSE,Unknown,0.012077,NA
Ind0265,Ind0332,Ind0340,FALSE,Unknown,0.008131,NA
Ind0265,Ind0364,Ind0340,FALSE,Unknown,0.004705,NA
Ind0265,Ind0365,Ind0340,FALSE,Unknown,0.013364,NA
Ind0265,Ind0366,Ind0340,FALSE,Unknown,2.9e-05,NA
Ind0265,Ind0369,Ind0340,FALSE,Unknown,0.001081,NA
Ind0270,Ind0001,Ind0310,FALSE,Immigrant,0.000356,NA
Ind0270,Ind0026,Ind0310,FALSE,Immigrant,0.005684,NA
Ind0270,Ind0027,Ind0310,FALSE,Immigrant,5.4e-05,NA
Ind0270,Ind0029,Ind0310,FALSE,Immigrant,0.001129,NA
Ind0270,Ind0034,Ind0310,FALSE,Immigrant,0,NA
Ind0270,Ind0052,Ind0310,FALSE,Immigrant,0.015743,NA
Ind0270,Ind0057,Ind0310,TRUE,Immigrant,2.6e-05,NA
Ind0270,Ind0067,Ind0310,FALSE,Immigrant,0.033423,NA
Ind0270,Ind0068,Ind0310,FALSE,Immigrant,0.016569,NA
Ind0270,Ind0080,Ind0310,FALSE,Immigrant,0.026598,NA
Ind0270,Ind0094,Ind0310,FALSE,Immigrant,0.024813,NA
Ind0270,Ind0117,Ind0310,FALSE,Immigrant,0.001667,NA
Ind0270,Ind0120,Ind0310,FALSE,Immigrant,0.008245,NA
Ind0270,Ind0140,Ind0310,FALSE,Immigrant,0.033102,NA
Ind0270,Ind0141,Ind0310,FALSE,Immigrant,0.016843,NA
Ind0270,Ind0150,Ind0310,FALSE,Immigrant,7.5e-05,NA
Ind0270,Ind0156,Ind0310,FALSE,Immigrant,4e-06,NA
Ind0270,Ind0170,Ind0310,FALSE,Immigrant,4e-06,NA
Ind0270,Ind0175,Ind0310,FALSE,Immigrant,0.002278,NA
Ind0270,Ind0186,Ind0310,FALSE,Immigrant,1.3e-05,NA
Ind0270,Ind0228,Ind0310,FALSE,Immigrant,0.000112,NA
Ind0270,Ind0231,Ind0310,FALSE,Immigrant,0.007083,NA
Ind0270,Ind0251,Ind0310,FALSE,Immigrant,9e-06,NA
Ind0270,Ind0255,Ind0310,FALSE,Immigrant,1e-06,NA
Ind0270,Ind0257,Ind0310,FALSE,Immigrant,2.7e-05,NA
Ind0270,Ind0258,Ind0310,FALSE,Immigrant,2.9e-05,NA
Ind0270,Ind0260,Ind0310,FALSE,Immigrant,3e-06,NA
Ind0270,Ind0262,Ind0310,FALSE,Immigrant,0.025269,NA
Ind0270,Ind0274,Ind0310,FALSE,Immigrant,0.001046,NA
Ind0270,Ind0282,Ind0310,FALSE,Immigrant,0.002409,NA
Ind0270,Ind0286,Ind0310,FALSE,Immigrant,1e-06,NA
Ind0270,Ind0290,Ind0310,FALSE,Immigrant,0.029444,NA
Ind0270,Ind0297,Ind0310,FALSE,Immigrant,0.007409,NA
Ind0270,Ind0301,Ind0310,FALSE,Immigrant,3.4e-05,NA
Ind0270,Ind0332,Ind0310,FALSE,Immigrant,0.014769,NA
Ind0270,Ind0364,Ind0310,FALSE,Immigrant,1.5e-05,NA
Ind0270,Ind0365,Ind0310,FALSE,Immigrant,0.018579,NA
Ind0270,Ind0366,Ind0310,FALSE,Immigrant,0.004033,NA
Ind0270,Ind0369,Ind0310,FALSE,Immigrant,0.01144,NA
Ind0273,Ind0027,Ind0340,FALSE,Unknown,0.022716,NA
Ind0273,Ind0029,Ind0340,FALSE,Unknown,8.2e-05,NA
Ind0273,Ind0034,Ind0340,FALSE,Unknown,0.491886,PO
Ind0273,Ind0052,Ind0340,FALSE,Unknown,0.016303,NA
Ind0273,Ind0067,Ind0340,FALSE,Unknown,0.018502,NA
Ind0273,Ind0068,Ind0340,FALSE,Unknown,0.007018,NA
Ind0273,Ind0094,Ind0340,FALSE,Unknown,1.3e-05,NA
Ind0273,Ind0140,Ind0340,FALSE,Unknown,0.472551,PO
Ind0273,Ind0141,Ind0340,FALSE,Unknown,8.3e-05,NA
Ind0273,Ind0156,Ind0340,TRUE,Unknown,0.002946,NA
Ind0273,Ind0186,Ind0340,FALSE,Unknown,0.005163,NA
Ind0273,Ind0228,Ind0340,FALSE,Unknown,1.1e-05,NA
Ind0273,Ind0251,Ind0340,FALSE,Unknown,0.000719,NA
Ind0273,Ind0257,Ind0340,FALSE,Unknown,8.7e-05,NA
Ind0273,Ind0258,Ind0340,FALSE,Unknown,0.007138,NA
Ind0273,Ind0260,Ind0340,FALSE,Unknown,2.9e-05,NA
Ind0273,Ind0262,Ind0340,FALSE,Unknown,3e-06,NA
Ind0273,Ind0274,Ind0340,FALSE,Unknown,0.000209,NA
Ind0273,Ind0282,Ind0340,FALSE,Unknown,0.012093,NA
Ind0273,Ind0290,Ind0340,FALSE,Unknown,0.028711,NA
Ind0273,Ind0297,Ind0340,FALSE,Unknown,0.007586,NA
Ind0273,Ind0301,Ind0340,FALSE,Unknown,0.012077,NA
Ind0273,Ind0332,Ind0340,FALSE,Unknown,0.008131,NA
Ind0273,Ind0365,Ind0340,FALSE,Unknown,0.013364,NA
Ind0285,Ind0001,Ind0283,FALSE,Immigrant,0.035521,NA
Ind0285,Ind0026,Ind0283,FALSE,Immigrant,0.011155,NA
Ind0285,Ind0027,Ind0283,FALSE,Immigrant,0.009927,NA
Ind0285,Ind0029,Ind0283,FALSE,Immigrant,0.09344,NA
Ind0285,Ind0034,Ind0283,FALSE,Immigrant,0.011959,NA
Ind0285,Ind0044,Ind0283,FALSE,Immigrant,0.01747,NA
Ind0285,Ind0045,Ind0283,FALSE,Immigrant,0.009724,NA
Ind0285,Ind0052,Ind0283,FALSE,Immigrant,0.000442,NA
Ind0285,Ind0057,Ind0283,FALSE,Immigrant,0.036964,NA
Ind0285,Ind0067,Ind0283,FALSE,Immigrant,5e-06,NA
Ind0285,Ind0068,Ind0283,FALSE,Immigrant,0.006345,NA
Ind0285,Ind0080,Ind0283,FALSE,Immigrant,0.01083,NA
Ind0285,Ind0094,Ind0283,FALSE,Immigrant,0.018711,NA
Ind0285,Ind0117,Ind0283,FALSE,Immigrant,0.063106,NA
Ind0285,Ind0120,Ind0283,FALSE,Immigrant,0.009601,NA
Ind0285,Ind0140,Ind0283,FALSE,Immigrant,0.006045,NA
Ind0285,Ind0141,Ind0283,FALSE,Immigrant,0.001175,NA
Ind0285,Ind0150,Ind0283,FALSE,Immigrant,0.000127,NA
Ind0285,Ind0156,Ind0283,FALSE,Immigrant,0.040827,NA
Ind0285,Ind0170,Ind0283,FALSE,Immigrant,0.035309,NA
Ind0285,Ind0175,Ind0283,FALSE,Immigrant,0.041462,NA
Ind0285,Ind0186,Ind0283,FALSE,Immigrant,6.2e-05,NA
Ind0285,Ind0228,Ind0283,FALSE,Immigrant,0.011571,NA
Ind0285,Ind0231,Ind0283,FALSE,Immigrant,0.006514,NA
Ind0285,Ind0251,Ind0283,FALSE,Immigrant,6e-06,NA
Ind0285,Ind0255,Ind0283,FALSE,Immigrant,0.003272,NA
Ind0285,Ind0257,Ind0283,FALSE,Immigrant,0.005524,NA
Ind0285,Ind0258,Ind0283,FALSE,Immigrant,0.054627,NA
Ind0285,Ind0260,Ind0283,FALSE,Immigrant,0.025272,NA
Ind0285,Ind0262,Ind0283,FALSE,Immigrant,0.036415,NA
Ind0285,Ind0274,Ind0283,FALSE,Immigrant,0.009092,NA
Ind0285,Ind0282,Ind0283,FALSE,Immigrant,0.024294,NA
Ind0285,Ind0286,Ind0283,FALSE,Immigrant,0.039627,NA
Ind0285,Ind0290,Ind0283,FALSE,Immigrant,0.019519,NA
Ind0285,Ind0297,Ind0283,FALSE,Immigrant,0.022086,NA
Ind0285,Ind0301,Ind0283,FALSE,Immigrant,0.015129,NA
Ind0285,Ind0332,Ind0283,FALSE,Immigrant,0.026706,NA
Ind0285,Ind0364,Ind0283,FALSE,Immigrant,0.005283,NA
Ind0285,Ind0365,Ind0283,FALSE,Immigrant,0.017476,NA
Ind0285,Ind0366,Ind0283,TRUE,Immigrant,0.00518,NA
Ind0285,Ind0369,Ind0283,FALSE,Immigrant,0.001342,NA
Ind0287,Ind0027,Ind0250,FALSE,Unknown,3.2e-05,NA
Ind0287,Ind0029,Ind0250,FALSE,Unknown,2.8e-05,NA
Ind0287,Ind0034,Ind0250,TRUE,Unknown,1.1e-05,NA
Ind0287,Ind0052,Ind0250,FALSE,Unknown,0.000626,NA
Ind0287,Ind0067,Ind0250,FALSE,Unknown,3.4e-05,NA
Ind0287,Ind0068,Ind0250,FALSE,Unknown,1.1e-05,NA
Ind0287,Ind0094,Ind0250,FALSE,Unknown,1.1e-05,NA
Ind0287,Ind0140,Ind0250,FALSE,Unknown,7e-06,NA
Ind0287,Ind0141,Ind0250,FALSE,Unknown,0.000135,NA
Ind0287,Ind0156,Ind0250,FALSE,Unknown,3e-06,NA
Ind0287,Ind0175,Ind0250,FALSE,Unknown,0.002465,NA
Ind0287,Ind0186,Ind0250,FALSE,Unknown,0.007078,NA
Ind0287,Ind0228,Ind0250,FALSE,Unknown,0.003576,NA
Ind0287,Ind0251,Ind0250,FALSE,Unknown,0.002443,NA
Ind0287,Ind0257,Ind0250,FALSE,Unknown,0.000218,NA
Ind0287,Ind0258,Ind0250,FALSE,Unknown,5e-06,NA
Ind0287,Ind0260,Ind0250,FALSE,Unknown,0.014042,NA
Ind0287,Ind0262,Ind0250,FALSE,Unknown,9e-06,NA
Ind0287,Ind0274,Ind0250,FALSE,Unknown,3.1e-05,NA
Ind0287,Ind0282,Ind0250,FALSE,Unknown,2.4e-05,NA
Ind0287,Ind0286,Ind0250,FALSE,Unknown,0.024628,NA
Ind0287,Ind0290,Ind0250,FALSE,Unknown,2.3e-05,NA
Ind0287,Ind0297,Ind0250,FALSE,Unknown,3.3e-05,NA
Ind0287,Ind0301,Ind0250,FALSE,Unknown,4e-05,NA
Ind0287,Ind0332,Ind0250,FALSE,Unknown,4.3e-05,NA
Ind0287,Ind0365,Ind0250,FALSE,Unknown,8e-06,NA
Ind0288,Ind0027,Ind0317,FALSE,Unknown,3.4e-05,NA
Ind0288,Ind0029,Ind0317,FALSE,Unknown,0.012265,NA
Ind0288,Ind0034,Ind0317,FALSE,Unknown,6e-05,NA
Ind0288,Ind0052,Ind0317,FALSE,Unknown,3.7e-05,NA
Ind0288,Ind0067,Ind0317,FALSE,Unknown,0.010101,NA
Ind0288,Ind0068,Ind0317,FALSE,Unknown,0.007424,NA
Ind0288,Ind0094,Ind0317,FALSE,Unknown,0.029844,NA
Ind0288,Ind0120,Ind0317,FALSE,Unknown,0.007621,NA
Ind0288,Ind0140,Ind0317,FALSE,Unknown,0.000362,NA
Ind0288,Ind0141,Ind0317,FALSE,Unknown,0.00924,NA
Ind0288,Ind0156,Ind0317,FALSE,Unknown,0.006025,NA
Ind0288,Ind0170,Ind0317,FALSE,Unknown,0.017243,NA
Ind0288,Ind0175,Ind0317,FALSE,Unknown,0.002727,NA
Ind0288,Ind0186,Ind0317,TRUE,Unknown,7.4e-05,NA
Ind0288,Ind0228,Ind0317,FALSE,Unknown,0.002436,NA
Ind0288,Ind0251,Ind0317,FALSE,Unknown,4.7e-05,NA
Ind0288,Ind0257,Ind0317,FALSE,Unknown,5.6e-05,NA
Ind0288,Ind0258,Ind0317,FALSE,Unknown,0.000108,NA
Ind0288,Ind0260,Ind0317,FALSE,Unknown,0.000798,NA
Ind0288,Ind0262,Ind0317,FALSE,Unknown,0.03985,NA
Ind0288,Ind0274,Ind0317,FALSE,Unknown,0.001809,NA
Ind0288,Ind0282,Ind0317,FALSE,Unknown,0.015628,NA
Ind0288,Ind0286,Ind0317,FALSE,Unknown,0.01196,NA
Ind0288,Ind0290,Ind0317,FALSE,Unknown,0.007988,NA
Ind0288,Ind0297,Ind0317,FALSE,Unknown,0.027922,NA
Ind0288,Ind0301,Ind0317,FALSE,Unknown,4.4e-05,NA
Ind0288,Ind0332,Ind0317,FALSE,Unknown,0.008705,NA
Ind0288,Ind0364,Ind0317,FALSE,Unknown,4.3e-05,NA
Ind0288,Ind0365,Ind0317,FALSE,Unknown,0.004688,NA
Ind0296,Ind0027,Ind0240,FALSE,Unknown,2.4e-05,NA
Ind0296,Ind0029,Ind0240,FALSE,Unknown,0.004432,NA
Ind0296,Ind0034,Ind0240,FALSE,Unknown,0.008325,NA
Ind0296,Ind0052,Ind0240,FALSE,Unknown,5e-06,NA
Ind0296,Ind0067,Ind0240,FALSE,Unknown,0.005156,NA
Ind0296,Ind0068,Ind0240,FALSE,Unknown,0.017346,NA
Ind0296,Ind0094,Ind0240,FALSE,Unknown,3.5e-05,NA
Ind0296,Ind0120,Ind0240,FALSE,Unknown,2.6e-05,NA
Ind0296,Ind0140,Ind0240,FALSE,Unknown,2e-06,NA
Ind0296,Ind0141,Ind0240,FALSE,Unknown,0.009181,NA
Ind0296,Ind0150,Ind0240,FALSE,Unknown,0.050327,NA
Ind0296,Ind0156,Ind0240,FALSE,Unknown,0.069784,NA
Ind0296,Ind0170,Ind0240,FALSE,Unknown,0.015153,NA
Ind0296,Ind0175,Ind0240,FALSE,Unknown,0.026023,NA
Ind0296,Ind0186,Ind0240,FALSE,Unknown,0.10208,NA
Ind0296,Ind0228,Ind0240,FALSE,Unknown,0.005127,NA
Ind0296,Ind0251,Ind0240,FALSE,Unknown,0.114189,NA
Ind0296,Ind0255,Ind0240,FALSE,Unknown,0.04181,NA
Ind0296,Ind0257,Ind0240,FALSE,Unknown,0.070384,NA
Ind0296,Ind0258,Ind0240,FALSE,Unknown,0.034202,NA
Ind0296,Ind0260,Ind0240,FALSE,Unknown,0.024009,NA
Ind0296,Ind0262,Ind0240,FALSE,Unknown,0.004091,NA
Ind0296,Ind0274,Ind0240,FALSE,Unknown,0.001949,NA
Ind0296,Ind0282,Ind0240,FALSE,Unknown,0.002013,NA
Ind0296,Ind0286,Ind0240,FALSE,Unknown,0.028895,NA
Ind0296,Ind0290,Ind0240,FALSE,Unknown,0.011501,NA
Ind0296,Ind0297,Ind0240,FALSE,Unknown,1e-05,NA
Ind0296,Ind0301,Ind0240,TRUE,Unknown,3.4e-05,NA
Ind0296,Ind0332,Ind0240,FALSE,Unknown,0.012238,NA
Ind0296,Ind0364,Ind0240,FALSE,Unknown,0.00455,NA
Ind0296,Ind0365,Ind0240,FALSE,Unknown,0.028351,NA
Ind0296,Ind0366,Ind0240,FALSE,Unknown,0.117705,NA
Ind0300,Ind0001,Ind0324,FALSE,Immigrant,0.016284,NA
Ind0300,Ind0026,Ind0324,FALSE,Immigrant,0.001808,NA
Ind0300,Ind0027,Ind0324,FALSE,Immigrant,1e-06,NA
Ind0300,Ind0029,Ind0324,FALSE,Immigrant,0.016358,NA
Ind0300,Ind0034,Ind0324,FALSE,Immigrant,0.001126,NA
Ind0300,Ind0052,Ind0324,FALSE,Immigrant,0.015402,NA
Ind0300,Ind0057,Ind0324,FALSE,Immigrant,0.027872,NA
Ind0300,Ind0067,Ind0324,FALSE,Immigrant,0.00019,NA
Ind0300,Ind0068,Ind0324,FALSE,Immigrant,0.033968,NA
Ind0300,Ind0080,Ind0324,FALSE,Immigrant,0.006782,NA
Ind0300,Ind0094,Ind0324,FALSE,Immigrant,1.5e-05,NA
Ind0300,Ind0120,Ind0324,FALSE,Immigrant,0.001679,NA
Ind0300,Ind0140,Ind0324,FALSE,Immigrant,0.000138,NA
Ind0300,Ind0141,Ind0324,FALSE,Immigrant,7e-06,NA
Ind0300,Ind0150,Ind0324,FALSE,Immigrant,0.032978,NA
Ind0300,Ind0156,Ind0324,FALSE,Immigrant,0.019934,NA
Ind0300,Ind0170,Ind0324,FALSE,Immigrant,0.01439,NA
Ind0300,Ind0175,Ind0324,FALSE,Immigrant,2.5e-05,NA
Ind0300,Ind0186,Ind0324,FALSE,Immigrant,0.001679,NA
Ind0300,Ind0228,Ind0324,FALSE,Immigrant,0.005867,NA
Ind0300,Ind0231,Ind0324,FALSE,Immigrant,0.000226,NA
Ind0300,Ind0251,Ind0324,FALSE,Immigrant,0.033322,NA
Ind0300,Ind0255,Ind0324,FALSE,Immigrant,0.004597,NA
Ind0300,Ind0257,Ind0324,FALSE,Immigrant,0.044108,NA
Ind0300,Ind0258,Ind0324,FALSE,Immigrant,0.001108,NA
Ind0300,Ind0260,Ind0324,FALSE,Immigrant,0.000182,NA
Ind0300,Ind0262,Ind0324,FALSE,Immigrant,4e-06,NA
Ind0300,Ind0274,Ind0324,FALSE,Immigrant,0.005067,NA
Ind0300,Ind0282,Ind0324,TRUE,Immigrant,2e-06,NA
Ind0300,Ind0286,Ind0324,FALSE,Immigrant,0.01415,NA
Ind0300,Ind0290,Ind0324,FALSE,Immigrant,0,NA
Ind0300,Ind0297,Ind0324,FALSE,Immigrant,0.007524,NA
Ind0300,Ind0301,Ind0324,FALSE,Immigrant,1.8e-05,NA
Ind0300,Ind0332,Ind0324,FALSE,Immigrant,0.000947,NA
Ind0300,Ind0364,Ind0324,FALSE,Immigrant,3e-06,NA
Ind0300,Ind0365,Ind0324,FALSE,Immigrant,0.000123,NA
Ind0300,Ind0366,Ind0324,FALSE,Immigrant,0.025935,NA
Ind0300,Ind0369,Ind0324,FALSE,Immigrant,7.3e-05,NA
Ind0304,Ind0001,Ind0065,FALSE,Immigrant,0.012779,NA
Ind0304,Ind0026,Ind0065,FALSE,Immigrant,8.8e-05,NA
Ind0304,Ind0027,Ind0065,FALSE,Immigrant,0.014615,NA
Ind0304,Ind0029,Ind0065,FALSE,Immigrant,0.025603,NA
Ind0304,Ind0034,Ind0065,FALSE,Immigrant,2.1e-05,NA
Ind0304,Ind0044,Ind0065,FALSE,Immigrant,0.005617,NA
Ind0304,Ind0052,Ind0065,FALSE,Immigrant,4e-06,NA
Ind0304,Ind0057,Ind0065,FALSE,Immigrant,0,NA
Ind0304,Ind0067,Ind0065,FALSE,Immigrant,7.2e-05,NA
Ind0304,Ind0068,Ind0065,FALSE,Immigrant,1.5e-05,NA
Ind0304,Ind0080,Ind0065,FALSE,Immigrant,0.013947,NA
Ind0304,Ind0094,Ind0065,FALSE,Immigrant,0.024442,NA
Ind0304,Ind0117,Ind0065,FALSE,Immigrant,1e-06,NA
Ind0304,Ind0120,Ind0065,FALSE,Immigrant,0.018528,NA
Ind0304,Ind0140,Ind0065,FALSE,Immigrant,0,NA
Ind0304,Ind0141,Ind0065,FALSE,Immigrant,0.012515,NA
Ind0304,Ind0150,Ind0065,FALSE,Immigrant,3e-06,NA
Ind0304,Ind0156,Ind0065,FALSE,Immigrant,0,NA
Ind0304,Ind0170,Ind0065,FALSE,Immigrant,4e-06,NA
Ind0304,Ind0175,Ind0065,FALSE,Immigrant,0.022017,NA
Ind0304,Ind0186,Ind0065,FALSE,Immigrant,0.004179,NA
Ind0304,Ind0228,Ind0065,FALSE,Immigrant,0.015807,NA
Ind0304,Ind0231,Ind0065,FALSE,Immigrant,0.012423,NA
Ind0304,Ind0251,Ind0065,FALSE,Immigrant,0.001776,NA
Ind0304,Ind0255,Ind0065,FALSE,Immigrant,0.003163,NA
Ind0304,Ind0257,Ind0065,FALSE,Immigrant,7.9e-05,NA
Ind0304,Ind0258,Ind0065,TRUE,Immigrant,3.7e-05,NA
Ind0304,Ind0260,Ind0065,FALSE,Immigrant,1.4e-05,NA
Ind0304,Ind0262,Ind0065,FALSE,Immigrant,0.021957,NA
Ind0304,Ind0274,Ind0065,FALSE,Immigrant,0.011232,NA
Ind0304,Ind0282,Ind0065,FALSE,Immigrant,6e-06,NA
Ind0304,Ind0286,Ind0065,FALSE,Immigrant,0.020421,NA
Ind0304,Ind0290,Ind0065,FALSE,Immigrant,0.008846,NA
Ind0304,Ind0297,Ind0065,FALSE,Immigrant,0.013359,NA
Ind0304,Ind0301,Ind0065,FALSE,Immigrant,8.8e-05,NA
Ind0304,Ind0332,Ind0065,FALSE,Immigrant,0.041584,NA
Ind0304,Ind0364,Ind0065,FALSE,Immigrant,0.000474,NA
Ind0304,Ind0365,Ind0065,FALSE,Immigrant,0,NA
Ind0304,Ind0366,Ind0065,FALSE,Immigrant,2.1e-05,NA
Ind0304,Ind0369,Ind0065,FALSE,Immigrant,0.012257,NA
Ind0314,Ind0001,Ind0221,FALSE,Unknown,0.01227,NA
Ind0314,Ind0027,Ind0221,FALSE,Unknown,0.059622,NA
Ind0314,Ind0029,Ind0221,FALSE,Unknown,0.050692,NA
Ind0314,Ind0034,Ind0221,FALSE,Unknown,0.000502,NA
Ind0314,Ind0052,Ind0221,FALSE,Unknown,3e-06,NA
Ind0314,Ind0057,Ind0221,FALSE,Unknown,0.01584,NA
Ind0314,Ind0067,Ind0221,FALSE,Unknown,0.017154,NA
Ind0314,Ind0068,Ind0221,FALSE,Unknown,0.000835,NA
Ind0314,Ind0094,Ind0221,FALSE,Unknown,0.027772,NA
Ind0314,Ind0120,Ind0221,FALSE,Unknown,0.008987,NA
Ind0314,Ind0140,Ind0221,FALSE,Unknown,4.4e-05,NA
Ind0314,Ind0141,Ind0221,FALSE,Unknown,0.000832,NA
Ind0314,Ind0150,Ind0221,FALSE,Unknown,0.015411,NA
Ind0314,Ind0156,Ind0221,FALSE,Unknown,0.002479,NA
Ind0314,Ind0170,Ind0221,FALSE,Unknown,0.000626,NA
Ind0314,Ind0175,Ind0221,FALSE,Unknown,0.019985,NA
Ind0314,Ind0186,Ind0221,FALSE,Unknown,0.019184,NA
Ind0314,Ind0228,Ind0221,FALSE,Unknown,0.01489,NA
Ind0314,Ind0231,Ind0221,FALSE,Unknown,0.027461,NA
Ind0314,Ind0251,Ind0221,TRUE,Unknown,0.000135,NA
Ind0314,Ind0255,Ind0221,FALSE,Unknown,0.000235,NA
Ind0314,Ind0257,Ind0221,FALSE,Unknown,0.005379,NA
Ind0314,Ind0258,Ind0221,FALSE,Unknown,9.1e-05,NA
Ind0314,Ind0260,Ind0221,FALSE,Unknown,0.035288,NA
Ind0314,Ind0262,Ind0221,FALSE,Unknown,0.043813,NA
Ind0314,Ind0274,Ind0221,FALSE,Unknown,0.000185,NA
Ind0314,Ind0282,Ind0221,FALSE,Unknown,0.031634,NA
Ind0314,Ind0286,Ind0221,FALSE,Unknown,0.015183,NA
Ind0314,Ind0290,Ind0221,FALSE,Unknown,0.044927,NA
Ind0314,Ind0297,Ind0221,FALSE,Unknown,0.031854,NA
Ind0314,Ind0301,Ind0221,FALSE,Unknown,0.013881,NA
Ind0314,Ind0332,Ind0221,FALSE,Unknown,0.029361,NA
Ind0314,Ind0364,Ind0221,FALSE,Unknown,0.009646,NA
Ind0314,Ind0365,Ind0221,FALSE,Unknown,0.004739,NA
Ind0314,Ind0366,Ind0221,FALSE,Unknown,0.01282,NA
Ind0314,Ind0369,Ind0221,FALSE,Unknown,0.020805,NA
Ind0320,Ind0027,Ind0192,FALSE,Natal,0.006413,NA
Ind0320,Ind0029,Ind0192,FALSE,Natal,0.043205,NA
Ind0320,Ind0034,Ind0192,TRUE,Natal,1.8e-05,NA
Ind0320,Ind0052,Ind0192,FALSE,Natal,8.4e-05,NA
Ind0320,Ind0067,Ind0192,FALSE,Natal,0.007493,NA
Ind0320,Ind0068,Ind0192,FALSE,Natal,0.011011,NA
Ind0320,Ind0094,Ind0192,FALSE,Natal,0.023302,NA
Ind0320,Ind0140,Ind0192,FALSE,Natal,0.002643,NA
Ind0320,Ind0141,Ind0192,FALSE,Natal,0.036703,NA
Ind0320,Ind0156,Ind0192,FALSE,Natal,1.5e-05,NA
Ind0320,Ind0186,Ind0192,FALSE,Natal,0.004286,NA
Ind0320,Ind0228,Ind0192,FALSE,Natal,0.000105,NA
Ind0320,Ind0251,Ind0192,FALSE,Natal,0.003447,NA
Ind0320,Ind0257,Ind0192,FALSE,Natal,7.4e-05,NA
Ind0320,Ind0258,Ind0192,FALSE,Natal,0.004761,NA
Ind0320,Ind0260,Ind0192,FALSE,Natal,6.1e-05,NA
Ind0320,Ind0262,Ind0192,FALSE,Natal,0.002666,NA
Ind0320,Ind0274,Ind0192,FALSE,Natal,1e-06,NA
Ind0320,Ind0282,Ind0192,FALSE,Natal,1.2e-05,NA
Ind0320,Ind0290,Ind0192,FALSE,Natal,0.001294,NA
Ind0320,Ind0297,Ind0192,FALSE,Natal,0.000104,NA
Ind0320,Ind0301,Ind0192,FALSE,Natal,2.6e-05,NA
Ind0320,Ind0332,Ind0192,FALSE,Natal,0.008911,NA
Ind0320,Ind0365,Ind0192,FALSE,Natal,0.001319,NA
Ind0323,Ind0001,Ind0087,FALSE,Immigrant,0.000161,NA
Ind0323,Ind0026,Ind0087,FALSE,Immigrant,5e-06,NA
Ind0323,Ind0027,Ind0087,FALSE,Immigrant,0.026895,NA
Ind0323,Ind0029,Ind0087,FALSE,Immigrant,0.029257,NA
Ind0323,Ind0034,Ind0087,FALSE,Immigrant,4.5e-05,NA
Ind0323,Ind0052,Ind0087,FALSE,Immigrant,0.008227,NA
Ind0323,Ind0057,Ind0087,FALSE,Immigrant,1e-06,NA
Ind0323,Ind0067,Ind0087,FALSE,Immigrant,0.026537,NA
Ind0323,Ind0068,Ind0087,FALSE,Immigrant,0.019763,NA
Ind0323,Ind0080,Ind0087,FALSE,Immigrant,0.012908,NA
Ind0323,Ind0094,Ind0087,FALSE,Immigrant,0.007747,NA
Ind0323,Ind0120,Ind0087,FALSE,Immigrant,0.01821,NA
Ind0323,Ind0140,Ind0087,FALSE,Immigrant,0.001752,NA
Ind0323,Ind0141,Ind0087,TRUE,Immigrant,0.000699,NA
Ind0323,Ind0150,Ind0087,FALSE,Immigrant,0.016529,NA
Ind0323,Ind0156,Ind0087,FALSE,Immigrant,9e-06,NA
Ind0323,Ind0170,Ind0087,FALSE,Immigrant,1.6e-05,NA
Ind0323,Ind0175,Ind0087,FALSE,Immigrant,0.016231,NA
Ind0323,Ind0186,Ind0087,FALSE,Immigrant,0.00251,NA
Ind0323,Ind0228,Ind0087,FALSE,Immigrant,0.00779,NA
Ind0323,Ind0231,Ind0087,FALSE,Immigrant,0.028174,NA
Ind0323,Ind0251,Ind0087,FALSE,Immigrant,0.016434,NA
Ind0323,Ind0255,Ind0087,FALSE,Immigrant,0.024337,NA
Ind0323,Ind0257,Ind0087,FALSE,Immigrant,0.005433,NA
Ind0323,Ind0258,Ind0087,FALSE,Immigrant,0.005338,NA
Ind0323,Ind0260,Ind0087,FALSE,Immigrant,0.039887,NA
Ind0323,Ind0262,Ind0087,FALSE,Immigrant,0,NA
Ind0323,Ind0274,Ind0087,FALSE,Immigrant,0.001316,NA
Ind0323,Ind0282,Ind0087,FALSE,Immigrant,1e-05,NA
Ind0323,Ind0286,Ind0087,FALSE,Immigrant,0.028025,NA
Ind0323,Ind0290,Ind0087,FALSE,Immigrant,0.000123,NA
Ind0323,Ind0297,Ind0087,FALSE,Immigrant,0.003462,NA
Ind0323,Ind0301,Ind0087,FALSE,Immigrant,0.011539,NA
Ind0323,Ind0332,Ind0087,FALSE,Immigrant,1.3e-05,NA
Ind0323,Ind0364,Ind0087,FALSE,Immigrant,0.003073,NA
Ind0323,Ind0365,Ind0087,FALSE,Immigrant,0.019335,NA
